tipo;dn;dn2;dn3;nps;od_mm;A;B;C;M;O;K_dim;E;E1;H;theta_deg;fT;K_fT;K;K_contraccion;K_expansion;referencia_K;nota
Reducción concéntrica;100;50;;4;114.3;;;;;;;;;102.0;29.7;;;;0.151;0.361;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;100;50;;4;114.3;;;;;;;;;102.0;29.7;;;;0.151;0.361;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;450;350;;18;457;;;;;;;;;381.0;15.2;;;;0.042;0.053;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;450;350;;18;457;;;;;;;;;381.0;15.2;;;;0.042;0.053;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;100;40;;4;114.3;;;;;;;;;102.0;35.9;;;;0.207;0.565;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;100;40;;4;114.3;;;;;;;;;102.0;35.9;;;;0.207;0.565;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;450;300;;18;457;;;;;;;;;381.0;19.8;;;;0.069;0.112;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;450;300;;18;457;;;;;;;;;381.0;19.8;;;;0.069;0.112;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;450;250;;18;457;;;;;;;;;381.0;27.2;;;;0.122;0.256;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;450;250;;18;457;;;;;;;;;381.0;27.2;;;;0.122;0.256;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;500;450;;20;508;;;;;;;;;508.0;5.7;;;;0.008;0.005;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;500;450;;20;508;;;;;;;;;508.0;5.7;;;;0.008;0.005;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;900;850;;36;914;;;;;;;;;610.0;4.7;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;900;850;;36;914;;;;;;;;;610.0;4.7;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;500;400;;20;508;;;;;;;;;508.0;11.4;;;;0.029;0.034;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;500;400;;20;508;;;;;;;;;508.0;11.4;;;;0.029;0.034;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;900;800;;36;914;;;;;;;;;610.0;9.5;;;;0.014;0.01;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;900;800;;36;914;;;;;;;;;610.0;9.5;;;;0.014;0.01;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;500;350;;20;508;;;;;;;;;508.0;17.1;;;;0.061;0.102;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;500;350;;20;508;;;;;;;;;508.0;17.1;;;;0.061;0.102;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;900;750;;36;914;;;;;;;;;610.0;14.2;;;;0.031;0.032;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;900;750;;36;914;;;;;;;;;610.0;14.2;;;;0.031;0.032;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;500;300;;20;508;;;;;;;;;508.0;20.6;;;;0.085;0.165;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;500;300;;20;508;;;;;;;;;508.0;20.6;;;;0.085;0.165;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;900;700;;36;914;;;;;;;;;610.0;18.9;;;;0.049;0.06;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;900;700;;36;914;;;;;;;;;610.0;18.9;;;;0.049;0.06;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;900;650;;36;914;;;;;;;;;610.0;23.5;;;;0.076;0.114;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;900;650;;36;914;;;;;;;;;610.0;23.5;;;;0.076;0.114;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;550;500;;22;559;;;;;;;;;508.0;5.7;;;;0.009;0.006;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;550;500;;22;559;;;;;;;;;508.0;5.7;;;;0.009;0.006;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;550;450;;22;559;;;;;;;;;508.0;11.5;;;;0.03;0.035;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;550;450;;22;559;;;;;;;;;508.0;11.5;;;;0.03;0.035;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;950;900;;38;965;;;;;;;;;610.0;4.8;;;;0.005;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;950;900;;38;965;;;;;;;;;610.0;4.8;;;;0.005;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;550;400;;22;559;;;;;;;;;508.0;17.1;;;;0.06;0.097;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;550;400;;22;559;;;;;;;;;508.0;17.1;;;;0.06;0.097;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;950;850;;38;965;;;;;;;;;610.0;9.5;;;;0.015;0.012;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;950;850;;38;965;;;;;;;;;610.0;9.5;;;;0.015;0.012;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;550;350;;22;559;;;;;;;;;508.0;22.6;;;;0.097;0.195;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;550;350;;22;559;;;;;;;;;508.0;22.6;;;;0.097;0.195;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;950;800;;38;965;;;;;;;;;610.0;14.2;;;;0.032;0.034;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;950;800;;38;965;;;;;;;;;610.0;14.2;;;;0.032;0.034;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;950;750;;38;965;;;;;;;;;610.0;18.9;;;;0.054;0.073;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;950;750;;38;965;;;;;;;;;610.0;18.9;;;;0.054;0.073;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;600;550;;24;610;;;;;;;;;508.0;5.7;;;;0.005;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;600;550;;24;610;;;;;;;;;508.0;5.7;;;;0.005;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;950;700;;38;965;;;;;;;;;610.0;23.5;;;;0.076;0.114;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;950;700;;38;965;;;;;;;;;610.0;23.5;;;;0.076;0.114;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;600;500;;24;610;;;;;;;;;508.0;11.5;;;;0.025;0.025;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;600;500;;24;610;;;;;;;;;508.0;11.5;;;;0.025;0.025;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;950;650;;38;965;;;;;;;;;610.0;28.1;;;;0.105;0.184;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;950;650;;38;965;;;;;;;;;610.0;28.1;;;;0.105;0.184;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;600;450;;24;610;;;;;;;;;508.0;17.1;;;;0.053;0.076;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;600;450;;24;610;;;;;;;;;508.0;17.1;;;;0.053;0.076;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;600;400;;24;610;;;;;;;;;508.0;22.7;;;;0.088;0.161;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;600;400;;24;610;;;;;;;;;508.0;22.7;;;;0.088;0.161;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1000;950;;40;1016;;;;;;;;;610.0;4.8;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1000;950;;40;1016;;;;;;;;;610.0;4.8;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1000;900;;40;1016;;;;;;;;;610.0;9.6;;;;0.015;0.011;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1000;900;;40;1016;;;;;;;;;610.0;9.6;;;;0.015;0.011;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;650;600;;26;660;;;;;;;;;610.0;4.7;;;;0.006;0.004;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;650;600;;26;660;;;;;;;;;610.0;4.7;;;;0.006;0.004;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1000;850;;40;1016;;;;;;;;;610.0;14.2;;;;0.031;0.031;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1000;850;;40;1016;;;;;;;;;610.0;14.2;;;;0.031;0.031;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;650;550;;26;660;;;;;;;;;610.0;9.5;;;;0.019;0.018;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;650;550;;26;660;;;;;;;;;610.0;9.5;;;;0.019;0.018;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1000;800;;40;1016;;;;;;;;;610.0;18.9;;;;0.051;0.065;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1000;800;;40;1016;;;;;;;;;610.0;18.9;;;;0.051;0.065;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;650;500;;26;660;;;;;;;;;610.0;14.2;;;;0.044;0.064;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;650;500;;26;660;;;;;;;;;610.0;14.2;;;;0.044;0.064;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1000;750;;40;1016;;;;;;;;;610.0;23.5;;;;0.077;0.119;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1000;750;;40;1016;;;;;;;;;610.0;23.5;;;;0.077;0.119;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;650;450;;26;660;;;;;;;;;610.0;18.9;;;;0.073;0.131;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;650;450;;26;660;;;;;;;;;610.0;18.9;;;;0.073;0.131;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1050;1000;;42;1067;;;;;;;;;610.0;4.8;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1050;1000;;42;1067;;;;;;;;;610.0;4.8;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;700;650;;28;711;;;;;;;;;610.0;4.8;;;;0.005;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;700;650;;28;711;;;;;;;;;610.0;4.8;;;;0.005;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1050;950;;42;1067;;;;;;;;;610.0;9.6;;;;0.012;0.007;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1050;950;;42;1067;;;;;;;;;610.0;9.6;;;;0.012;0.007;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;700;600;;28;711;;;;;;;;;610.0;9.5;;;;0.02;0.021;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;700;600;;28;711;;;;;;;;;610.0;9.5;;;;0.02;0.021;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1050;900;;42;1067;;;;;;;;;610.0;14.3;;;;0.03;0.029;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1050;900;;42;1067;;;;;;;;;610.0;14.3;;;;0.03;0.029;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;700;550;;28;711;;;;;;;;;610.0;14.2;;;;0.039;0.049;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;700;550;;28;711;;;;;;;;;610.0;14.2;;;;0.039;0.049;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1050;850;;42;1067;;;;;;;;;610.0;18.9;;;;0.049;0.06;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1050;850;;42;1067;;;;;;;;;610.0;18.9;;;;0.049;0.06;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;700;500;;28;711;;;;;;;;;610.0;18.9;;;;0.069;0.117;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;700;500;;28;711;;;;;;;;;610.0;18.9;;;;0.069;0.117;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1050;800;;42;1067;;;;;;;;;610.0;23.5;;;;0.073;0.107;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1050;800;;42;1067;;;;;;;;;610.0;23.5;;;;0.073;0.107;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1050;750;;42;1067;;;;;;;;;610.0;28.1;;;;0.101;0.172;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1050;750;;42;1067;;;;;;;;;610.0;28.1;;;;0.101;0.172;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;750;700;;30;762;;;;;;;;;610.0;4.8;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;750;700;;30;762;;;;;;;;;610.0;4.8;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;750;650;;30;762;;;;;;;;;610.0;9.6;;;;0.014;0.01;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;750;650;;30;762;;;;;;;;;610.0;9.6;;;;0.014;0.01;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1100;1050;;44;1118;;;;;;;;;610.0;4.8;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1100;1050;;44;1118;;;;;;;;;610.0;4.8;;;;0.003;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;750;600;;30;762;;;;;;;;;610.0;14.2;;;;0.037;0.044;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;750;600;;30;762;;;;;;;;;610.0;14.2;;;;0.037;0.044;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1100;1000;;44;1118;;;;;;;;;610.0;9.6;;;;0.012;0.007;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1100;1000;;44;1118;;;;;;;;;610.0;9.6;;;;0.012;0.007;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;750;550;;30;762;;;;;;;;;610.0;18.9;;;;0.058;0.084;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;750;550;;30;762;;;;;;;;;610.0;18.9;;;;0.058;0.084;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1100;950;;44;1118;;;;;;;;;610.0;14.3;;;;0.026;0.022;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1100;950;;44;1118;;;;;;;;;610.0;14.3;;;;0.026;0.022;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1100;900;;44;1118;;;;;;;;;610.0;19.0;;;;0.048;0.057;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1100;900;;44;1118;;;;;;;;;610.0;19.0;;;;0.048;0.057;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;800;750;;32;813;;;;;;;;;610.0;4.8;;;;0.004;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;800;750;;32;813;;;;;;;;;610.0;4.8;;;;0.004;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;800;700;;32;813;;;;;;;;;610.0;9.6;;;;0.014;0.009;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;800;700;;32;813;;;;;;;;;610.0;9.6;;;;0.014;0.009;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1150;1100;;46;1168;;;;;;;;;711.0;4.0;;;;0.002;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1150;1100;;46;1168;;;;;;;;;711.0;4.0;;;;0.002;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;800;650;;32;813;;;;;;;;;610.0;14.3;;;;0.032;0.033;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;800;650;;32;813;;;;;;;;;610.0;14.3;;;;0.032;0.033;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1150;1050;;46;1168;;;;;;;;;711.0;8.1;;;;0.01;0.005;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1150;1050;;46;1168;;;;;;;;;711.0;8.1;;;;0.01;0.005;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;800;600;;32;813;;;;;;;;;610.0;18.9;;;;0.06;0.088;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;800;600;;32;813;;;;;;;;;610.0;18.9;;;;0.06;0.088;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1150;1000;;46;1168;;;;;;;;;711.0;12.2;;;;0.021;0.017;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1150;1000;;46;1168;;;;;;;;;711.0;12.2;;;;0.021;0.017;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1150;950;;46;1168;;;;;;;;;711.0;16.2;;;;0.036;0.038;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1150;950;;46;1168;;;;;;;;;711.0;16.2;;;;0.036;0.038;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;850;800;;34;864;;;;;;;;;610.0;4.8;;;;0.004;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;850;800;;34;864;;;;;;;;;610.0;4.8;;;;0.004;0.002;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;850;750;;34;864;;;;;;;;;610.0;9.6;;;;0.016;0.012;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;850;750;;34;864;;;;;;;;;610.0;9.6;;;;0.016;0.012;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1200;1150;;48;1219;;;;;;;;;711.0;4.1;;;;0.002;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1200;1150;;48;1219;;;;;;;;;711.0;4.1;;;;0.002;0.001;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;850;700;;34;864;;;;;;;;;610.0;14.3;;;;0.03;0.03;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;850;700;;34;864;;;;;;;;;610.0;14.3;;;;0.03;0.03;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1200;1100;;48;1219;;;;;;;;;711.0;8.1;;;;0.009;0.005;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1200;1100;;48;1219;;;;;;;;;711.0;8.1;;;;0.009;0.005;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;850;650;;34;864;;;;;;;;;610.0;19.0;;;;0.053;0.069;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;850;650;;34;864;;;;;;;;;610.0;19.0;;;;0.053;0.069;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
Reducción concéntrica;1200;1050;;48;1219;;;;;;;;;711.0;12.2;;;;0.02;0.016;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";
Reducción excéntrica;1200;1050;;48;1219;;;;;;;;;711.0;12.2;;;;0.02;0.016;"Crane A-24 fórmulas 1–4, K referido al diámetro menor; β con Dint Sch40/STD";Crane no distingue concéntrica de excéntrica
